House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
35,Pearce Close,Pamela,Bell,36,Head,Married,Female,"Programmer, multimedia",None,No Religion
35,Pearce Close,Nicholas,Bell,43,Husband,Married,Male,Sports development officer,None,No Religion
35,Pearce Close,Rachael,Bell,8,Daughter,NA,Female,Student,None,No Religion
36,Pearce Close,Gareth,Moore,25,Head,Single,Male,Hospital doctor,None,No Religion
36,Pearce Close,Bernard,Pritchard,41,None,Single,Male,Museum education officer,None,No Religion
36,Pearce Close,Reece,Howard,36,None,Single,Male,Primary school teacher,None,Christian
37,Pearce Close,Caroline,Ward,53,Head,Married,Female,Unemployed,None,Christian
37,Pearce Close,Denis,Ward,54,Husband,Married,Male,Education administrator,None,Christian
37,Pearce Close,Antony,Ward,35,Son,Single,Male,Production manager,None,Christian
38,Pearce Close,Dale,Kemp,27,Head,Single,Male,"Scientist, product/process development",None,Christian
38,Pearce Close,Patricia,Harris,25,Partner,Single,Female,Occupational hygienist,None,No Religion
38,Pearce Close,Roy,Kemp,8,Son,NA,Male,Student,None,Christian
1,Northumberland Crescent,Nicholas,Miah,76,Head,Widowed,Male,Retired Immigration officer,None,Christian
2,Northumberland Crescent,Lewis,Bates,36,Head,Single,Male,Farm manager,None,No Religion
2,Northumberland Crescent,Ruth,Marsh,60,None,Single,Female,Facilities manager,None,Christian
3,Northumberland Crescent,Clare,Holloway,60,Head,Divorced,Female,Herbalist,None,Christian
3,Northumberland Crescent,Helen,Holloway,6,Granddaughter,NA,Female,Student,None,NA
4,Northumberland Crescent,Samantha,Taylor,35,Head,Single,Female,Diagnostic radiographer,None,Christian
4,Northumberland Crescent,Gavin,Warner,38,Partner,Single,Male,Amenity horticulturist,None,Christian
4,Northumberland Crescent,Joe,Taylor,15,Son,NA,Male,Student,None,Christian
4,Northumberland Crescent,Kirsty,Taylor,12,Daughter,NA,Female,Student,None,Christian
4,Northumberland Crescent,Ryan,Taylor,10,Son,NA,Male,Student,None,Christian
5,Northumberland Crescent,Kimberley,Mason,43,Head,Single,Female,Museum education officer,None,Christian
5,Northumberland Crescent,Nigel,Barlow,40,Partner,Single,Male,Learning mentor,None,No Religion
6,Northumberland Crescent,Shane,Potts,80,Head,Widowed,Male,"Retired Librarian, public",None,No Religion
7,Northumberland Crescent,Lynda,Howard,30,Head,Single,Female,Senior tax professional/tax inspector,None,No Religion
7,Northumberland Crescent,Wayne,Godfrey,43,None,Single,Male,"Programme researcher, broadcasting/film/video",None,Christian
8,Northumberland Crescent,Laura,Knowles,48,Head,Single,Female,"Scientist, research (physical sciences)",None,Christian
8,Northumberland Crescent,Eileen,Knowles,20,Daughter,Single,Female,University Student,None,Christian
8,Northumberland Crescent,Denise,Knowles,15,Daughter,NA,Female,Student,None,NA
8,Northumberland Crescent,Colin,Knowles,14,Son,NA,Male,Student,None,NA
8,Northumberland Crescent,Francis,Knowles,12,Son,NA,Male,Student,None,NA
9,Northumberland Crescent,Alison,Griffiths,72,Head,Widowed,Female,"Retired Investment banker, operational",None,Christian
1,Pendragonbird Street,Zoe,Edwards,40,Head,Married,Female,Artist,None,No Religion
1,Pendragonbird Street,Kevin,Edwards,42,Husband,Married,Male,Unemployed,None,No Religion
2,Pendragonbird Street,John,Richards,27,Head,Married,Male,Nutritional therapist,None,No Religion
2,Pendragonbird Street,Claire,Richards,25,Wife,Married,Female,Naval architect,None,No Religion
3,Pendragonbird Street,Alex,Jennings,55,Head,Married,Male,Learning mentor,None,No Religion
3,Pendragonbird Street,Jade,Jennings,53,Wife,Married,Female,Unemployed,None,No Religion
4,Pendragonbird Street,Yvonne,Hill,68,Head,Widowed,Female,"Retired Engineer, materials",None,Christian
5,Pendragonbird Street,Eric,Perry,38,Head,Single,Male,Nutritional therapist,None,Christian
5,Pendragonbird Street,Ruth,Williams,40,Partner,Single,Female,Dancer,None,Christian
6,Pendragonbird Street,Jessica,Walker,20,Head,Single,Female,University Student,None,Christian
6,Pendragonbird Street,Glen,Hudson,42,None,Single,Male,"Surveyor, quantity",None,No Religion
6,Pendragonbird Street,Dennis,Fitzgerald,32,None,Single,Male,Music tutor,None,Christian
7,Pendragonbird Street,Linda,Mitchell,29,Head,Married,Female,Unemployed,None,No Religion
7,Pendragonbird Street,Neil,Mitchell,33,Husband,Married,Male,Applications developer,None,No Religion
8,Pendragonbird Street,Trevor,Harris,54,Head,Married,Male,Unemployed,None,No Religion
8,Pendragonbird Street,Scott,Harris,53,Husband,Married,Male,Veterinary surgeon,None,No Religion
9,Pendragonbird Street,Molly,Harris,59,Head,Single,Female,Secondary school teacher,None,Christian
10,Pendragonbird Street,Jennifer,Watts,48,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Christian
10,Pendragonbird Street,Dean,Watts,47,Husband,Married,Male,Unemployed,None,No Religion
10,Pendragonbird Street,Glenn,Watts,0,Son,NA,Male,Child,None,No Religion
10,Pendragonbird Street,Joyce,Watts,0,Daughter,NA,Female,Child,None,No Religion
11,Pendragonbird Street,Amber,Scott,63,Head,Single,Female,Electrical engineer,None,Christian
11,Pendragonbird Street,Julian,Burke,49,None,Single,Male,Contractor,None,Christian
11,Pendragonbird Street,Lucy,Hussain,24,None,Single,Female,"Education officer, environmental",None,Hindu
11,Pendragonbird Street,Bradley,Thompson,36,None,Single,Male,Data scientist,None,Christian
12,Pendragonbird Street,Ross,Hardy,48,Head,Divorced,Male,Investment analyst,None,No Religion
12,Pendragonbird Street,Wayne,Hardy,14,Son,NA,Male,Student,None,NA
12,Pendragonbird Street,Francis,Hardy,2,Son,NA,Male,Child,None,NA
13,Pendragonbird Street,Sheila,Stewart,35,Head,Single,Female,Merchant navy officer,None,No Religion
13,Pendragonbird Street,Stacey,Stewart,2,Daughter,NA,Female,Child,None,NA
14,Pendragonbird Street,Kimberley,Davidson,43,Head,Married,Female,"Programme researcher, broadcasting/film/video",None,No Religion
14,Pendragonbird Street,Brian,Davidson,40,Husband,Married,Male,Dentist,None,No Religion
14,Pendragonbird Street,Jasmine,Davidson,10,Daughter,NA,Female,Student,None,No Religion
15,Pendragonbird Street,Jill,Hunt,73,Head,Widowed,Female,Retired Trading standards officer,None,Christian
16,Pendragonbird Street,Kate,Roberts,50,Head,Divorced,Female,"Nurse, adult",None,Christian
17,Pendragonbird Street,Marc,Daniels,84,Head,Married,Male,Retired Quality manager,None,Christian
17,Pendragonbird Street,Mandy,Daniels,78,Wife,Married,Female,Retired Forensic psychologist,None,Christian
18,Pendragonbird Street,Ann,Richardson,69,Head,Widowed,Female,"Retired Education officer, environmental",None,Christian
1,Aquarius Drive,Glen,Miah,29,Head,Single,Male,Farm manager,None,Christian
2,Aquarius Drive,Lynda,Bentley,28,Head,Married,Female,Financial risk analyst,None,Christian
2,Aquarius Drive,Owen,Bentley,29,Husband,Married,Male,"Therapist, horticultural",None,Christian
2,Aquarius Drive,Rachael,Bentley,6,Daughter,NA,Female,Student,None,No Religion
2,Aquarius Drive,Jasmine,Hughes-Bentley,2,Daughter,NA,Female,Child,None,Christian
2,Aquarius Drive,Roy,Hughes-Bentley,0,Son,NA,Male,Child,None,Christian
3,Aquarius Drive,Patricia,Jones,54,Head,Single,Female,Technical author,None,Muslim
3,Aquarius Drive,Jeffrey,Jones,16,Son,NA,Male,Student,None,NA
3,Aquarius Drive,Jodie,Jones,13,Daughter,NA,Female,Student,None,NA
4,Aquarius Drive,Olivia,Yates,25,Head,Married,Female,Manufacturing engineer,None,Christian
4,Aquarius Drive,Brett,Yates,27,Husband,Married,Male,Unemployed,None,Christian
4,Aquarius Drive,Scott,Yates,6,Son,NA,Male,Student,None,No Religion
5,Aquarius Drive,Molly,Knight,33,Head,Married,Female,"Production designer, theatre/television/film",None,Christian
5,Aquarius Drive,Jay,Shaw,36,Husband,Married,Male,Retail buyer,None,Christian
5,Aquarius Drive,Francesca,Knight,44,Cousin,Divorced,Female,Event organiser,None,Christian
6,Aquarius Drive,Suzanne,Jones,39,Head,Married,Female,Fine artist,None,Christian
6,Aquarius Drive,Thomas,Jones,40,Husband,Married,Male,Unemployed,None,Christian
6,Aquarius Drive,Marcus,Jones,9,Son,NA,Male,Student,None,Christian
7,Aquarius Drive,Sara,Walker,23,Head,Single,Female,Fish farm manager,None,No Religion
7,Aquarius Drive,Brett,Briggs,25,Partner,Single,Male,Biomedical engineer,None,No Religion
7,Aquarius Drive,Shaun,Walker,3,Son,NA,Male,Child,None,No Religion
8,Aquarius Drive,Valerie,Bell,36,Head,Single,Female,"Exhibitions officer, museum/gallery",None,Christian
8,Aquarius Drive,James,Glover,35,None,Widowed,Male,"Designer, textile",None,Christian
8,Aquarius Drive,Connor,Gould,22,None,Single,Male,University Student,None,Christian
9,Aquarius Drive,Jasmine,Hughes,42,Head,Divorced,Female,Retail buyer,None,Christian
9,Aquarius Drive,Linda,Hughes,8,Daughter,NA,Female,Student,None,NA
9,Aquarius Drive,Ross,Hughes,5,Son,NA,Male,Student,None,NA
10,Aquarius Drive,Joyce,Cooper,30,Head,Single,Female,Educational psychologist,None,No Religion
10,Aquarius Drive,Louis,Cooper,11,Son,NA,Male,Student,None,NA
10,Aquarius Drive,Nicole,Cooper,6,Daughter,NA,Female,Student,None,NA
10,Aquarius Drive,Lucy,Cooper,3,Daughter,NA,Female,Child,None,NA
11,Aquarius Drive,Owen,Hussain,48,Head,Married,Male,Sales executive,None,No Religion
11,Aquarius Drive,Vanessa,Hussain,46,Wife,Married,Female,"Investment banker, corporate",None,No Religion
11,Aquarius Drive,Chelsea,Hussain,7,Step-Daughter,NA,Female,Student,None,NA
12,Aquarius Drive,Linda,Graham,27,Head,Married,Female,Charity fundraiser,None,Christian
12,Aquarius Drive,Damien,Graham,29,Husband,Married,Male,"Psychotherapist, dance movement",None,Christian
12,Aquarius Drive,Kenneth,Graham,2,Son,NA,Male,Child,None,Christian
12,Aquarius Drive,Elliot,Graham,2,Son,NA,Male,Child,None,Christian
12,Aquarius Drive,Amber,Graham,1,Daughter,NA,Female,Child,None,Christian
13,Aquarius Drive,Laura,Wright,39,Head,Divorced,Female,Telecommunications researcher,None,No Religion
13,Aquarius Drive,Lindsey,Wright,12,Daughter,NA,Female,Student,None,NA
13,Aquarius Drive,Marcus,Wright,11,Son,NA,Male,Student,None,NA
13,Aquarius Drive,Stuart,Wright,8,Son,NA,Male,Student,None,NA
14,Aquarius Drive,Diana,Byrne,41,Head,Divorced,Female,Senior tax professional/tax inspector,None,Christian
14,Aquarius Drive,Jonathan,Byrne,8,Son,NA,Male,Student,None,NA
14,Aquarius Drive,Tony,Byrne,6,Son,NA,Male,Student,None,NA
15,Aquarius Drive,Reece,Hughes,72,Head,Married,Male,Retired Diplomatic Services operational officer,None,Christian
15,Aquarius Drive,Jessica,Hughes,70,Wife,Married,Female,Retired Ambulance person,None,No Religion
16,Aquarius Drive,Emma,Harris,34,Head,Married,Female,"Engineer, electrical",None,Hindu
16,Aquarius Drive,Charlie,Harris,38,Husband,Married,Male,Psychotherapist,None,No Religion
16,Aquarius Drive,Eileen,Harris,8,Daughter,NA,Female,Student,None,No Religion
16,Aquarius Drive,Terence,Harris,6,Son,NA,Male,Student,None,Hindu
17,Aquarius Drive,Deborah,O'Neill,47,Head,Married,Female,Medical laboratory scientific officer,None,Christian
17,Aquarius Drive,Roy,O'Neill,43,Husband,Married,Male,Ambulance person,None,No Religion
17,Aquarius Drive,Chelsea,O'Neill,19,Daughter,Single,Female,University Student,None,
17,Aquarius Drive,Thomas,O'Neill,16,Son,NA,Male,Student,None,No Religion
18,Aquarius Drive,Brenda,Davies,75,Head,Widowed,Female,"Retired Research officer, trade union",None,No Religion
18,Aquarius Drive,Garry,Davies,41,Son,Single,Male,Soil scientist,None,No Religion
18,Aquarius Drive,Michael,Davies,40,Son,Single,Male,Ranger/warden,None,No Religion
18,Aquarius Drive,Carly,Davies,36,Daughter,Single,Female,Geochemist,None,No Religion
18,Aquarius Drive,Wendy,Davies,32,Daughter,Widowed,Female,Fine artist,None,No Religion
19,Aquarius Drive,Arthur,Bryan,82,Head,Divorced,Male,Retired Photographer,None,No Religion
20,Aquarius Drive,Samantha,Moore,55,Head,Single,Female,Unemployed,None,Christian
20,Aquarius Drive,Geraldine,Moore,14,Daughter,NA,Female,Student,None,NA
20,Aquarius Drive,Sophie,Moore,10,Daughter,NA,Female,Student,None,NA
21,Aquarius Drive,Gerard,May,41,Head,Married,Male,Field seismologist,None,No Religion
21,Aquarius Drive,Jayne,May,39,Wife,Married,Female,Police officer,None,No Religion
21,Aquarius Drive,Lucy,May,2,Daughter,NA,Female,Child,None,No Religion
22,Aquarius Drive,Jayne,Davies,27,Head,Divorced,Female,Personnel officer,None,Sikh
22,Aquarius Drive,George,Davies,11,Son,NA,Male,Student,None,NA
23,Aquarius Drive,Lauren,James,46,Head,Married,Female,Health and safety adviser,None,Christian
23,Aquarius Drive,Andrew,James,51,Husband,Married,Male,Mining engineer,None,No Religion
23,Aquarius Drive,Elizabeth,James,13,Daughter,NA,Female,Student,None,No Religion
24,Aquarius Drive,Georgia,Townsend,36,Head,Single,Female,Unemployed,None,Christian
24,Aquarius Drive,Molly,Townsend,4,Daughter,NA,Female,Child,None,NA
24,Aquarius Drive,Carol,Townsend,1,Daughter,NA,Female,Child,None,NA
24,Aquarius Drive,Clifford,Armstrong,60,Sibling,Single,Male,Accommodation manager,None,No Religion
25,Aquarius Drive,Emma,Gough,44,Head,Married,Female,Public affairs consultant,None,Muslim
25,Aquarius Drive,Victor,Gough,43,Husband,Married,Male,Architect,None,No Religion
25,Aquarius Drive,Amber,Gough,13,Daughter,NA,Female,Student,None,No Religion
25,Aquarius Drive,Jade,Gough,11,Daughter,NA,Female,Student,None,No Religion
26,Aquarius Drive,Caroline,Singh,59,Head,Married,Female,Health service manager,None,Christian
26,Aquarius Drive,Clive,Singh,63,Husband,Married,Male,"Scientist, forensic",None,Christian
26,Aquarius Drive,Toby,Singh,30,Son,Single,Male,Artist,None,Christian
27,Aquarius Drive,Rachel,Harrison,33,Head,Single,Female,Housing manager/officer,None,No Religion
27,Aquarius Drive,Ronald,Wilson,60,None,Single,Male,"Therapist, horticultural",None,Christian
27,Aquarius Drive,Molly,Vaughan,61,None,Single,Female,Furniture conservator/restorer,None,Christian
27,Aquarius Drive,Nicole,Smith,51,None,Single,Female,"Buyer, industrial",None,Christian
27,Aquarius Drive,Hannah,Brennan,21,None,Single,Female,University Student,None,No Religion
28,Aquarius Drive,Aimee,Kelly,77,Head,Married,Female,Retired Human resources officer,None,Christian
28,Aquarius Drive,Matthew,Kelly,79,Husband,Married,Male,Retired Diagnostic radiographer,None,Christian
29,Aquarius Drive,Grace,Lewis,52,Head,Divorced,Female,Merchant navy officer,None,Christian
29,Aquarius Drive,Alan,Lewis,21,Son,Single,Male,University Student,None,No Religion
29,Aquarius Drive,Mathew,Lewis,19,Son,Single,Male,University Student,None,Christian
29,Aquarius Drive,Marilyn,Lewis,17,Daughter,NA,Female,Student,None,NA
29,Aquarius Drive,Leonard,Lewis,16,Son,NA,Male,Student,None,NA
29,Aquarius Drive,Bryan,Lewis,14,Son,NA,Male,Student,None,NA
29,Aquarius Drive,Chloe,Lewis,9,Daughter,NA,Female,Student,None,NA
30,Aquarius Drive,Paula,Burgess,54,Head,Divorced,Female,Phytotherapist,None,Christian
31,Aquarius Drive,Ross,Williams,63,Head,Single,Male,"Producer, television/film/video",None,Christian
31,Aquarius Drive,Terry,Morris,28,None,Single,Male,"Education officer, community",None,Christian
31,Aquarius Drive,Howard,Smith,25,None,Single,Male,"Administrator, Civil Service",None,No Religion
31,Aquarius Drive,Frederick,Simmons,31,None,Single,Male,Database administrator,None,Christian
32,Aquarius Drive,Jade,Murray,60,Head,Divorced,Female,Financial controller,None,Christian
33,Aquarius Drive,Jenna,Murphy,57,Head,Divorced,Female,"Surveyor, mining",None,Christian
33,Aquarius Drive,Sara,Moore-Murphy,14,Granddaughter,NA,Female,Student,None,NA
33,Aquarius Drive,Jill,Moore-Murphy,12,Granddaughter,NA,Female,Student,None,NA
33,Aquarius Drive,Jodie,Williams,12,Granddaughter,NA,Female,Student,None,NA
34,Aquarius Drive,Marion,Hughes,40,Head,Married,Female,Unemployed,None,No Religion
34,Aquarius Drive,Ronald,Hughes,42,Husband,Married,Male,Customer service manager,None,No Religion
34,Aquarius Drive,Carly,Hughes,14,Daughter,NA,Female,Student,None,No Religion
34,Aquarius Drive,Eric,Hughes,12,Son,NA,Male,Student,None,No Religion
34,Aquarius Drive,Janice,Hughes,5,Daughter,NA,Female,Student,None,No Religion
35,Aquarius Drive,Hannah,Hayes,77,Head,Married,Female,Retired Commissioning editor,None,Christian
35,Aquarius Drive,Oliver,Hayes,77,Husband,Married,Male,Retired Health physicist,None,No Religion
36,Aquarius Drive,Christine,Edwards,44,Head,Married,Female,"Journalist, broadcasting",None,Christian
36,Aquarius Drive,Michael,Edwards,47,Husband,Married,Male,"Biochemist, clinical",None,Christian
36,Aquarius Drive,Jean,Edwards,9,Daughter,NA,Female,Student,None,Christian
36,Aquarius Drive,Karl,Edwards,8,Son,NA,Male,Student,None,Christian
37,Aquarius Drive,Elizabeth,Jackson,79,Head,Widowed,Female,Retired Veterinary surgeon,None,Christian
37,Aquarius Drive,Kieran,Jackson,39,Son,Single,Male,General practice doctor,None,No Religion
38,Aquarius Drive,Janice,Ward,61,Head,Married,Female,Colour technologist,None,Christian
38,Aquarius Drive,Stewart,Ward,63,Husband,Married,Male,Translator,None,Christian
